Debat,idContribution,Type,Contribution,Cree,idCommentaire,Pour,Contre,Reponse,idAuteur,Age,Inscription
Initiatives citoyennes,59fcd07fccdac63cb472bdb5,Reponse,"Une plateforme numérique nationale et des plateformes locales, au niveau de la ville ou du département. Sans forcément formuler un projet de loi, les citoyens pourraient soumettre en ligne leurs idées et ensuite aux autorités publiques de s'en inspirer ! Il y a tellement de choses à tirer des cervelles françaises....
 Par exemple, la BD de Pénélope Bagieux dans laquelle elles demandent à des jeunes de 18 ans ce qu'ils feraient s'ils étaient au pouvoir....",03/11/2017 20:24:31,59db7c979e1c7be85124ddbd,0,0,0,59fccdf1ccdac63cb472bd59,,FaceBook
Initiatives citoyennes,59fcd30eccdac63cb472be12,Reponse,http://abonnes.lemonde.fr/festival/visuel/2016/09/07/agir-mais-pour-faire-quoi_4994096_4415198.html#/chapters/01/pages/18,03/11/2017 20:35:26,59db7c979e1c7be85124ddbd,0,0,0,59fccdf1ccdac63cb472bd59,,FaceBook
Initiatives citoyennes,59fdf76f82abf78a2231581c,Reponse,Bonne idée. Idéalement ce serait bien que cette plateforme soit fait avec des logiciels libres et que le code de cette plateforme soit également en libre accès.  Histoire que la transparence des engrenages de cette plateforme nous invite à avoir confiance en celle-ci.,04/11/2017 17:22:55,59db7c979e1c7be85124ddbd,0,0,0,59fdf3a082abf78a223153c2,18-29,Formulaire
Initiatives citoyennes,59fe4f4982abf78a2231809e,Reponse,"L'avantage de n'accepter que les proposition et votes avec identification du N° de carte électorale c'est qu'on peut quantifier et s'assurer du nombre de vote, sinon comment fait on, avec l'adresse mail?",04/11/2017 23:37:45,59db7c979e1c7be85124ddbd,0,0,0,59fe4eac82abf78a2231808d,18-29,Formulaire
Initiatives citoyennes,59fe7a9082abf78a2231830e,Reponse,"Cette question technique doit effectivement demeurer au coeur de la reflexion.  Quelques risques (à débattre): qu'une personne vote plusieurs fois, qu'elle ne soit pas de nationalité française, qu'elle ne puisse accéder à la plateforme (fracture numerique). Le num de carte électorale semble etre une bonne idée, bien que nous puissions considérer ouvrir ce droit de parole politique à des non citoyens (jeunes, immigrés). ",05/11/2017 02:42:24,59db7c979e1c7be85124ddbd,0,0,0,59e2abc766914e1e82238613,18-29,Formulaire
Initiatives citoyennes,5a00916e82abf78a2231ce1a,Reponse,"La meilleure proposition : il faut une plateforme ""officielle"" pour éviter la confiscation des données (adresses mails etc.) par une firme, notamment américaine, même si elle donne le Change...",06/11/2017 16:44:30,59db7c979e1c7be85124ddbd,0,0,0,5a008f8982abf78a2231cdc9,30-49,Formulaire
Interactions avec la procédure législative,59db7ccd9e1c7be85124ddc1,Commentaire,Une plateforme citoyenne permettrait d'amender certains textes ou de voter certains textes de lois dans des domaines précis,09/10/2017 13:42:37,59db7ccd9e1c7be85124ddc1,5,7,6,59db7b719e1c7be85124ddb5,18-29,Formulaire
Interactions avec la procédure législative,59dd17c79b28097eb6b41a1f,Reponse,"Les amendements citoyens pourraient devoir passer un seuil de votes favorables pour être examinés. Bien sûr, vu le nombre d’amendements qui pourraient être déposés, peu de personnes risquent de les examiner, comme c’est le cas maintenant, donc, si le nombre de personnes examinant les amendements reste approximativement le même qu’actuellement, il faudrait un seuil significativement bas, comme quelques centaines, voire dizaines, de votes favorables, sinon, mieux, un pourcentage du nombre de personnes ayant examiné les amendements.

Une fois ce seuil atteint, l’amendement devrait être présenté quoi qu’il arrive, et tout avis défavorable devrait être motivé clairement, sinon on risque de collectionner les laconiques ""Défavorable."" sans justification.",10/10/2017 18:56:07,59db7ccd9e1c7be85124ddc1,0,0,0,59dc8ec99e1c7be85124e2c5,18-29,Formulaire
Interactions avec la procédure législative,59dd36ad9b28097eb6b41a9b,Reponse,"Tout simplement, les députés favorables aux amendements proposés par les citoyens pourront les déposer officiellement.",10/10/2017 21:07:57,59db7ccd9e1c7be85124ddc1,0,0,0,59dcfa559b28097eb6b41945,,Formulaire
Interactions avec la procédure législative,59dd36c49b28097eb6b41aa0,Reponse,"Pourquoi seulement ""dans des domaines précis"" ? Dans tous les domaines !",10/10/2017 21:08:20,59db7ccd9e1c7be85124ddc1,0,0,0,59dcfa559b28097eb6b41945,,Formulaire
Interactions avec la procédure législative,59df612e66914e1e82238392,Reponse,"Sí ce n'est une consultation (ce que nous souhaitons tous deux), les députés n'ont pas l'obligation d'en tenir compte pour déposer des amendements. C'est simplement un outil pour que des personnes qui ne se connaissent pas débattent. Dans cette optique, le débat doit être permanent et libre. Si ce n'est pas à une plateforme de stricte consultation que vous pensiez, j'aimerais bien que vous précisiez votre propos.",12/10/2017 12:33:50,59db7ccd9e1c7be85124ddc1,0,0,0,59dcfa559b28097eb6b41945,,Formulaire
Interactions avec la procédure législative,59df6a5366914e1e822383a5,Reponse,"Merci pour votre remarque idauteur:59dcfa559b28097eb6b41945 ; je pense que Sébastien et David défendent l'idée d'une plateforme contraignante, et je suis d'accord sur le fait qu'on peut faire mieux que se contenter de s'appuyer sur les députés. Les modalités de cette proposition mériteraient d'être précisées ; j'ai supprimé mon précédent commentaire en réalisant que des amendements citoyens pourraient très bien être préparés en amont de la séance publique.",12/10/2017 13:12:51,59db7ccd9e1c7be85124ddc1,0,0,0,59dc23f99e1c7be85124e13b,30-49,Formulaire
Interactions avec la procédure législative,59e2d93266914e1e82238641,Reponse,Cf. la discussion de idauteur:59dd0ff49b28097eb6b419cd qui reprend et détaille cette idée.,15/10/2017 03:42:42,59db7ccd9e1c7be85124ddc1,0,0,0,59dc23f99e1c7be85124e13b,30-49,Formulaire
Participation à l'évaluation de la mise en œuvre des lois,59db7d039e1c7be85124ddc6,Commentaire,Les citoyens devraient pouvoir interpeller l’exécutif  sur des questions concernant par exemple l'application des lois. Pourquoi telle ou telle loi n'est pas appliquée etc.,09/10/2017 13:43:31,59db7d039e1c7be85124ddc6,51,6,9,59db7b719e1c7be85124ddb5,18-29,Formulaire
Participation à l'évaluation de la mise en œuvre des lois,59db86809e1c7be85124de6c,Reponse,"C'est déjà possible via des questions au gouvernement que les députés poserait, (encore faudrait-il qu'ils aient quelque chose à faire des citoyens et que le gouvernement réponde réellement aux questions qu'on leur posent).",09/10/2017 14:24:00,59db7d039e1c7be85124ddc6,0,0,0,59db7f749e1c7be85124dddc,,Formulaire
Participation à l'évaluation de la mise en œuvre des lois,59dbd43e9e1c7be85124e06c,Reponse,Pardon je voulais dire l’exécutif . J’ai modifié ma contribution. ,09/10/2017 19:55:42,59db7d039e1c7be85124ddc6,0,0,0,59db7b719e1c7be85124ddb5,18-29,Formulaire
Participation à l'évaluation de la mise en œuvre des lois,59dbf4fb9e1c7be85124e103,Reponse,L'exécutif étant le gouvernement il vous suffit de contacter le député de votre circonscription pour qu'il pose cette question au gouvernement (soit de manière orale pendant les séances de questions au gouvernement soit de manière écrite) ou sinon du député de votre choix s'il correspond plus à vos idées politiques,09/10/2017 22:15:23,59db7d039e1c7be85124ddc6,0,0,0,59dbe5f29e1c7be85124e0ae,30-49,Formulaire
Participation à l'évaluation de la mise en œuvre des lois,59dc89549e1c7be85124e297,Reponse,"Par le biais d'une plateforme officielle, le poids de l'interpellation serait plus important et porterait sans doute le message d'une manière plus significative",10/10/2017 08:48:20,59db7d039e1c7be85124ddc6,0,0,0,59db7b719e1c7be85124ddb5,18-29,Formulaire
Participation à l'évaluation de la mise en œuvre des lois,59dd19839b28097eb6b41a34,Reponse,"Ouvrir les questions au gouvernement aux citoyens, voilà un outil de contrôle par les citoyens qui semble approprié. Là encore, le seuil de participations favorables pour que la question soit posée devrait être significativement inférieur à celui nécessaire pour un référendum, sinon on risquerait d’avoir trop peu de questions pour que ce soit utile ; en revanche, une fois la question posée, elle devrait nécessairement recevoir une réponse dans un délai raisonnable, et pas rester lettre morte comme nombre de questions de ce genre. Par ailleurs, la réponse devrait être juste, pas une réponse du type ""l’organigramme interne est trop cloisonné pour vous donner un chiffre exact"", car ce serait le comble, pour une procédure visant à l’ouverture.",10/10/2017 19:03:31,59db7d039e1c7be85124ddc6,0,0,0,59dc8ec99e1c7be85124e2c5,18-29,Formulaire
Participation à l'évaluation de la mise en œuvre des lois,59fca55fccdac63cb472bb47,Reponse,"L'idée de permettre aux citoyens de poser des questions à l'Assemblée nationale pendant les questions au gouvernement est une bonne idée. J'ai d'abord un point négatif à relever : en l'état actuel des choses, les temps de paroles sont très limité pendant cet exercice hebdomadaire. En effet, les ministres n'ont droit qu'à deux minutes pour répondre à la question. Pour faire court, en général ils tombent vite dans des discours démagogiques sans grand intérêt. Par ailleurs, j'ai également mal compris le concept d'interroger les ministres sur le suivi d'une loi ... En effet, une fois la loi votée, les ministres n'ont plus la main sur les décrets qui doivent être rédigés par les préfets ou les collectivités locales ? ",03/11/2017 17:20:31,59db7d039e1c7be85124ddc6,0,0,0,59f9a80ce8a9656c1a8e8260,,Google
Participation à l'évaluation de la mise en œuvre des lois,59fca8e7ccdac63cb472bb51,Reponse,"Les décrets d’application émanent du gouvernement, pas des instances inférieures, autant que je sache.",03/11/2017 17:35:35,59db7d039e1c7be85124ddc6,0,0,0,59dc8ec99e1c7be85124e2c5,18-29,Formulaire
Participation à l'évaluation de la mise en œuvre des lois,59fccbb5ccdac63cb472bd39,Reponse,"Pour suivre plus ou moins régulièrement les questions orales au gouvernement, c'est beaucoup de langues de bois et très souvent la réponse est à coté de la plaque, je ne suis pas sur de bien comprendre la proposition.",03/11/2017 20:04:05,59db7d039e1c7be85124ddc6,0,0,0,59f8becae8a9656c1a8e7f09,30-49,Formulaire
Participation à l'évaluation de la mise en œuvre des lois,59ff93c682abf78a2231baf9,Reponse,"Pour compléter la proposition de idauteur:59db7b719e1c7be85124ddb5,  il faudrait qu'il y ait un groupe à l'assemblée dédié aux citoyens, afin de poser les questions. Le président lirait à voix haute les questions posées sur une plateforme centrale. ( comme dans toutes émissions TV modernes qui donnent la parole à ses téléspectateurs). Il reste à déterminer comment sont triées ces questions. Ce groupe aurait le même temps de parole que les autres groupes à l'AN. ",05/11/2017 22:42:14,59db7d039e1c7be85124ddc6,0,0,0,59fe1adc82abf78a2231717b,30-49,Formulaire
Initiatives citoyennes,59db7d979e1c7be85124ddce,Commentaire,"Obligation pour l’Assemblée nationale d’étudier une pétition dès qu’elle atteint 100 000 signataires comme en Grande-Bretagne.
 Organisateurs et organisatrices de la pétition doivent être invités à l’Assemblée nationale pour être écouté en audition et travailler dans les commissions en rapport avec la pétition.",09/10/2017 13:45:59,59db7d979e1c7be85124ddce,709,55,28,59db7cf19e1c7be85124ddc5,30-49,FaceBook
Initiatives citoyennes,59dba0b79e1c7be85124df52,Reponse,"La pétition doit-être réalisée sur une plateforme numérique 
   - open-source afin de garantir sa transparence de fonctionnement
   - garantissant l'unicité d'une signature par une API d'Etat (tel que FranceConnect)",09/10/2017 16:15:51,59db7d979e1c7be85124ddce,0,0,0,59db9f229e1c7be85124df43,30-49,Formulaire
Initiatives citoyennes,59dba25b9e1c7be85124df5e,Reponse,"Merci, en ces temps de proposition d'écriture inclusive, de n'avoir pas ""omis"" les organisatrices... :)
",09/10/2017 16:22:51,59db7d979e1c7be85124ddce,0,0,0,59db9e619e1c7be85124df3b,,FaceBook
Initiatives citoyennes,59dbbb249e1c7be85124dfdd,Reponse," Tout le plaisir était pour moi ma chère.",09/10/2017 18:08:36,59db7d979e1c7be85124ddce,0,0,0,59db7cf19e1c7be85124ddc5,30-49,FaceBook
Initiatives citoyennes,59dc6d599e1c7be85124e1d6,Reponse,"Tout à fait d'accord.

Et 500 000 signataires s'il s'agit d'une proposition de loi constitutionnelle. ",10/10/2017 06:48:57,59db7d979e1c7be85124ddce,0,0,0,59dc6b239e1c7be85124e1c7,,FaceBook
Initiatives citoyennes,59dc6fab9e1c7be85124e1e0,Reponse,"D'accord sur le principe mais pour moi 100000 n'est pas suffisant. Il faudrait pouvoir se mettre à l'abri de propositions extrémistes bien écrites, mais également d'une abondance de propositions qui paralyserait l'Assemblée. 
",10/10/2017 06:58:51,59db7d979e1c7be85124ddce,0,0,0,59dc6bf29e1c7be85124e1ce,,Google
Initiatives citoyennes,59dcb0909b28097eb6b417fd,Reponse,"C'est effectivement une idée attirante. La nombre de signature est effectivement un garde fou nécessaire pour éviter de paralyser le système en le noyant sous les propositions, le nombre de signature a recueillir nécessite je pense une attention particulière.
Un autre point qui me semblerai crucial sur une telle proposition, serait de prévoir dés le début un moyen de lier les pétitions et le résultat de l'étude par l'assemblée. Il faudrait que les personnes intéressées par la pétition (signataires, ou intéressés à postériori) puissent avoir un lien les menant vers un résumé rapide, et un compte rendu détaillé de sur ce point précis.
On peut aussi imaginer que pour les étude durant assez longtemps, ce compte rendu soit remplacé par un compte rendu d'étape régulier.

Je ne pense pas qu'il s'agisse là de créer de nouveaux documents, mais surtout de fournir un accès facile aux compte rendus, qui existent certainement déjà pour toutes les activités de l'assemblée.",10/10/2017 11:35:44,59db7d979e1c7be85124ddce,0,0,0,59dcac419b28097eb6b417f5,30-49,Formulaire
Initiatives citoyennes,59dd11939b28097eb6b419d2,Reponse,"Bonne idée, mais il faudrait également s’assurer que l’examen se fasse dans un délai raisonnable, pour éviter que ce soit renvoyé aux calendes grecques, comme cela se produit déjà assez souvent. Peut-être également remonter le seuil à plus de 100 000, ce serait ridicule de voir le gouvernement ou l’assemble se justifier du refus do construire une étoile de la mort, comme c’est arrivé, il me semble, aux États-Unis. Un seuil plus élevé, certes, mais significativement inférieur à celui pour un référendum d’initiative populaire.",10/10/2017 18:29:39,59db7d979e1c7be85124ddce,0,0,0,59dc8ec99e1c7be85124e2c5,18-29,Formulaire
Initiatives citoyennes,59dd2f3a9b28097eb6b41a78,Reponse,Alors 300.000 ? Votons.,10/10/2017 20:36:10,59db7d979e1c7be85124ddce,0,0,0,59db7cf19e1c7be85124ddc5,30-49,FaceBook
Initiatives citoyennes,59dd38959b28097eb6b41aad,Reponse,"On peut chacun.e dire un chiffre, et prendre la médiane. Pour ma part, je pense qu'une bonne partie du temps parlementaire devrait étudier les initiatives citoyennes (disons un tiers), mais qu'il ne faut pas prendre ces initiatives sous la forme de pétition, car il ne faut considérer que des propositions qui suscitent plus d'adhésion que d'opposition.",10/10/2017 21:16:05,59db7d979e1c7be85124ddce,0,0,0,59dcfa559b28097eb6b41945,,Formulaire
Initiatives citoyennes,59dd424a9b28097eb6b41af0,Reponse,"Je suis d'accord avec idauteur:59dcfa559b28097eb6b41945 : le problème dont on discute ici est qu'il faut un ""filtre"" pour que seules les prises de paroles portant sur de l'intérêt publique ne soient possible, sous peine de risque un blocage du système qui pourrait crouler sous les demandes.

Un seuil sur le nombre de signature nécessaire est certainement un filtre intéressant, mais le niveau du seuil mérite sans doute d'être travaillé sérieusement pour trouver le bon niveau.

Un autre filtre pourrait être de demander un ""dossier"" avec un minimum de contenu, nécessitant un niveau d'implication non négligeable de la personne qui portera la proposition.

Quel que soit le (ou les) filtre(s) choisi(s), peut être serait-il possible de fixer un nombre cible de sujet à traiter ? Ainsi, chaque année, il serait possible d'ajuster les seuils pour trouver le bon  équilibre qui assure une possibilité d'expression citoyenne ET un fonctionnement fluide du système.",10/10/2017 21:57:30,59db7d979e1c7be85124ddce,0,0,0,59dcac419b28097eb6b417f5,30-49,Formulaire
Initiatives citoyennes,59dd83a29b28097eb6b41b35,Reponse,"Au lieu de se casser la tête pour bien définir le niveau d'un seuil, on peut simplement réserver un jour de séance par mois aux propositions citoyennes ayant recueilli le plus d'adhésion.",11/10/2017 02:36:18,59db7d979e1c7be85124ddce,0,0,0,59dc23f99e1c7be85124e13b,30-49,Formulaire
Initiatives citoyennes,59e2255a66914e1e82238565,Reponse,"On pourrait plutôt proposer un seuil en %. Par exemple, 1%. Autre point crucial: quel périmètre, qui peut signer ? Les votants, la population entière, ... Personnellement je pencherai pour 2% des votants.",14/10/2017 14:55:22,59db7d979e1c7be85124ddce,0,0,0,59e2221366914e1e8223855f,30-49,Formulaire
Initiatives citoyennes,59e748d666914e1e82238ed0,Reponse,"Il faut effectivement que des propositions collectives puissent être entendues à l'Assemblée. Néanmoins, le seuil de 100 000 me paraît faible. Ensuite quel sera le vecteur pour arriver aux 100 000 signataires et quel type de contrôle sera mis en place pour vérifier la véracité de l'identité (ou de l'existence) des signataires ? Comment être certain que derrière ce genre d'initiatives, ce ne sit pas une occasion de plus pour les lobbyistes d'infléchir les politiques publiques ?
",18/10/2017 12:28:06,59db7d979e1c7be85124ddce,0,0,0,59e7476d66914e1e82238eb9,30-49,Formulaire
Initiatives citoyennes,59e74c9566914e1e82238ee8,Reponse,"Vous pensez vraiment que 100 000 signatures valent moins qu'un député qui pose une question lors des questions au gouvernement uniquement pour améliorer son classement sur nosdeputes.fr ?...
Il ne faut pas oublier que le principe de pétition proposé ici ne donne droit qu'à une soumission au parlement, rien de plus.",18/10/2017 12:44:05,59db7d979e1c7be85124ddce,0,0,0,59db9f229e1c7be85124df43,30-49,Formulaire
Initiatives citoyennes,59e76e1966914e1e82238f42,Reponse,Oui une soumission au Parlement mais qui mène à une résolution ou bien une proposition de loi ! Et si possible avant une audition des personnes concerné.e.s,18/10/2017 15:07:05,59db7d979e1c7be85124ddce,0,0,0,59db7cf19e1c7be85124ddc5,30-49,FaceBook
Initiatives citoyennes,59eb43ec66914e1e82239515,Reponse,"Oui d'accord avec Romain : ""étudier"" est un terme beaucoup trop vague ; il faut une réponse !",21/10/2017 12:56:12,59db7d979e1c7be85124ddce,0,0,0,59e61caf66914e1e82238bf7,65 ou plus,Formulaire
Initiatives citoyennes,59f1da73896da05921863caa,Reponse,"C'est pour moi une fausse bonne idée et quel que soit le seuil.
1° D'abord parce que la loi qui sera préparée par l' AN ne correspondra pas à la volonté de l'initiateur .
2° Parce que les élus seraient saturés de propositions qui pourraient encombrer de façon malveillante le calendrier.
3° Les élus l'ont été sur un programme alors qu'ils s'occupent de mettre en musique leurs propres promesses...et de contrôler l'action du gouvernement ou autres exécutifs.
4° Et surtout avec 50 millions d'adultes notre peuple dispose dans TOUS les domaines, de  TOUS les niveaux de compétence pour rédiger des propositions de lois sans l'aide du parlement.
Il faudra simplement que les initiatives "" proches"" se regroupent par affinités pour éviter de se faire concurrence au moment de la sélection annuelle (?)
Elles pourront se présenter par thème en 300 mots sur le site du Ministère de l'intérieur (?) ou duConseil Constitutionnel (?) 
Une fois entièrement rédigées et avec les décrets d'application, elles pourront entrer dans la phase de présélection et sélection par les citoyens. 
La sélection faite, l'assemblée pourra les adopter - sans changer une virgule- celles qui ne le seront pas seront soumises à référendum. Au maximum 12 (?) dans la consultation annuelle.    ( 12 lois c'est le maximum soumis à référendum abrogatif en Italie  en 1995  ...! 5 avaient été abrogées.)
Voir les modalités proposées sur http://clic-ric.forumactif.org/t21-le-referendum-d-initiative-citoyenne-national 
",26/10/2017 12:52:03,59db7d979e1c7be85124ddce,0,0,0,59ec210166914e1e82239673,,FaceBook
Initiatives citoyennes,59f46625e8a9656c1a8e7149,Reponse,Nombre de signataires > Nombre d'électeurs divisé par nombre de députés,28/10/2017 11:12:37,59db7d979e1c7be85124ddce,0,0,0,59f218a3896da05921863d1b,,Formulaire
Initiatives citoyennes,59f493e6e8a9656c1a8e71a1,Reponse,"Je suis d'accord avec idauteur:59e2221366914e1e8223855f. Je propose un seuil de 1% des électeurs, soit environ 450.000 signatures.",28/10/2017 14:27:50,59db7d979e1c7be85124ddce,0,0,0,59f48b79e8a9656c1a8e7193,18-29,Formulaire
Initiatives citoyennes,59f5efefe8a9656c1a8e728b,Reponse,"À certains commentateurs ci-dessus, petit rappel des seuils au Royaume-Uni :
 - à 10 000 signatures, le gouvernement doit répondre
 - à 100 000 signatures, le parlement doit en débattre

Et leur système n'est pas du tout noyé...


Ceux qui proposent un seuil plus élevé confondent peut-être avec un référendum d'initiative populaire (à 500 000 signatures en Italie).",29/10/2017 15:12:47,59db7d979e1c7be85124ddce,0,0,0,59dc23f99e1c7be85124e13b,30-49,Formulaire
Initiatives citoyennes,59f5f390e8a9656c1a8e729e,Reponse,"Personnellement je ne propose pas de seuil du tout.. :-) Je propose de laisser les députés débattre de LEURS PROPOSITIONS. 
Ils peuvent consulter les citoyens ou pas mais à leurs risques et périls s'il existe un RIC abrogatif  en toutes matières ou mieux un "" veto suspensif provisoire"" plus rapide et évitant pratiquement tout le temps le recours au référendum abrogatif.
Je propose que les citoyens puissent élaborer leurs propres propositions de lois et décrets. Quand le travail est bien avancé, ils transmettent leur texte au gouvernement et à sa majorité avec 15(?) jours pour qu'ils puissent faire leurs critiques. 
Puis la proposition citoyenne, ayant tenu compte ou pas des éventuellles remarques de la majorité est lancée dans la présélection et sélection pour le RIC  qui serait annuel (?) (Seulement SI des initiatives ont rempli les condidtions légales.).
Ces modalités peuvent bien sûr être améliorées.. VOIR 
http://clic-ric.forumactif.org/t31-modalites-de-ric-national-proposees-par-le-rassemblement-pour-l-initiative-citoyenne  

Il peut aussi en être trouvé de plus efficaces..",29/10/2017 15:28:16,59db7d979e1c7be85124ddce,0,0,0,59ec210166914e1e82239673,,FaceBook
Initiatives citoyennes,59f8e1f7e8a9656c1a8e8021,Reponse,"Tant qu'à faire d'avoir une pétition citoyenne, autant soutenir le RIC tel qu'il est proposé ici : http://consultation.democratie-numerique.assemblee-nationale.fr/topic/59d734d112406bdd5d6277ff#comment-59f7251ae8a9656c1a8e7390
Évitons de nous éparpiller. :)",31/10/2017 20:49:59,59db7d979e1c7be85124ddce,0,0,0,59f8e074e8a9656c1a8e801b,30-49,Formulaire
Initiatives citoyennes,59f9f97eccdac63cb472b2aa,Reponse,"Allons plus loin ! Si le seuil des 500 000 citoyens est atteint, il faut qu'un référendum soit organisé...",01/11/2017 16:42:38,59db7d979e1c7be85124ddce,0,0,0,59f9f7eaccdac63cb472b290,30-49,Formulaire
Initiatives citoyennes,59fd373dccdac63cb472c28e,Reponse,"La question du seuil est d’une grande importance.

Les échanges le prouvent.

À partir de combien de signataires une pétition devient-elle légitime ?
",04/11/2017 03:42:53,59db7d979e1c7be85124ddce,0,0,0,59fd3336ccdac63cb472c27c,30-49,Formulaire
Initiatives citoyennes,59fdb079e7c9379d2c5624ea,Reponse," Plusieurs fois déjà j'ai expliqué qu'il ne fallait pas que les citoyens se divisent pour les modalités du RIC . Ce qui compte c'est qu'il soit bien exclusivement d'initiative citoyenne et ne puisse être modifié QUE par voie référendaire.( Pour éviter le coup du TCE: 55% de NON en 2005 au référendum avec 70% de participation. Mais adopté en 2008 par le Congrès SANS que 6 évidemment-
 nous puissions lancer un RIC abrogatif. 
Cela ne doit pas empêcher des citoyens motivés de proposer des procédures complètes.
Pour moi leur objectif n°1 doit être que leurs modalités ne donnent aucun argument avouables aux élus pour refuser le RIC.
Merci d'alller voir celles-ci ET indiquez les critiques que pourraient faire les élus..

http://clic-ric.forumactif.org/t31-modalites-de-ric-national-proposees-par-le-rassemblement-pour-l-initiative-citoyenne#43",04/11/2017 12:20:09,59db7d979e1c7be85124ddce,0,0,0,59ec210166914e1e82239673,,FaceBook
Initiatives citoyennes,59ff0d8682abf78a22319ffc,Reponse,ok sur le principe mais il faudrait plus de 100 000 signatures.,05/11/2017 13:09:26,59db7d979e1c7be85124ddce,0,0,0,59ff027282abf78a22319df2,30-49,Formulaire
